Vehicle Class,Vehicle Category Group,Count,State,Vehicle Category
EXCAVATOR (NT),MGV,0,Maharashtra(56),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HMV,0,Maharashtra(56),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MMV,0,Maharashtra(56),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LMV,0,Maharashtra(56),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HGV,0,Maharashtra(56),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),TOTAL,"1,753",Maharashtra(56),CONSTRUCTION EQUIPMENT VEHICLE
ARTICULATED VEHICLE,LGV,0,Maharashtra(56),GOODS VEHICLES
ARTICULATED VEHICLE,MGV,0,Maharashtra(56),GOODS VEHICLES
ARTICULATED VEHICLE,HGV,"1,242",Maharashtra(56),GOODS VEHICLES
ARTICULATED VEHICLE,TOTAL,"1,242",Maharashtra(56),GOODS VEHICLES
CASH VAN,LGV,12,Maharashtra(56),GOODS VEHICLES
CASH VAN,MGV,0,Maharashtra(56),GOODS VEHICLES
CASH VAN,HGV,0,Maharashtra(56),GOODS VEHICLES
CASH VAN,TOTAL,12,Maharashtra(56),GOODS VEHICLES
GOODS CARRIER,LGV,"36,929",Maharashtra(56),GOODS VEHICLES
GOODS CARRIER,MGV,"3,145",Maharashtra(56),GOODS VEHICLES
GOODS CARRIER,HGV,"18,002",Maharashtra(56),GOODS VEHICLES
GOODS CARRIER,TOTAL,"58,076",Maharashtra(56),GOODS VEHICLES
MOBILE CLINIC,LGV,21,Maharashtra(56),GOODS VEHICLES
MOBILE CLINIC,MGV,6,Maharashtra(56),GOODS VEHICLES
MOBILE CLINIC,HGV,0,Maharashtra(56),GOODS VEHICLES
MOBILE CLINIC,TOTAL,27,Maharashtra(56),GOODS VEHICLES
BUS,LPV,"2,154",Maharashtra(56),PUBLIC SERVICE VEHICLE
BUS,MPV,"1,899",Maharashtra(56),PUBLIC SERVICE VEHICLE
BUS,HPV,"1,092",Maharashtra(56),PUBLIC SERVICE VEHICLE
BUS,TOTAL,"5,145",Maharashtra(56),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,LPV,0,Maharashtra(56),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,MPV,3,Maharashtra(56),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,HPV,11,Maharashtra(56),PUBLIC SERVICE VEHICLE
CAMPER VAN / TRAILER,TOTAL,14,Maharashtra(56),PUBLIC SERVICE VEHICLE
OMNI BUS,LPV,2,Maharashtra(56),PUBLIC SERVICE VEHICLE
OMNI BUS,MPV,0,Maharashtra(56),PUBLIC SERVICE VEHICLE
OMNI BUS,HPV,0,Maharashtra(56),PUBLIC SERVICE VEHICLE
OMNI BUS,TOTAL,2,Maharashtra(56),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,LPV,3,Maharashtra(56),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,MPV,0,Maharashtra(56),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,HPV,52,Maharashtra(56),PUBLIC SERVICE VEHICLE
PRIVATE SERVICE VEHICLE,TOTAL,55,Maharashtra(56),PUBLIC SERVICE VEHICLE
ARMOURED/SPECIALISED VEHICLE,LMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,OTH,4,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,TOTAL,4,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ARMOURED/SPECIALISED VEHICLE,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
BREAKDOWN VAN,LMV,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
BREAKDOWN VAN,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
BREAKDOWN VAN,OTH,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
BREAKDOWN VAN,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
BREAKDOWN VAN,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
BREAKDOWN VAN,TOTAL,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
BREAKDOWN VAN,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
BREAKDOWN VAN,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HMV,530,Maharashtra(56),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MMV,200,Maharashtra(56),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,LMV,41,Maharashtra(56),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,TOTAL,"1,951",Maharashtra(56),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
CRANE MOUNTED VEHICLE,OTH,"1,180",Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,LMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,HGV,23,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,LGV,2,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,OTH,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,TOTAL,29,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,MGV,4,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE FIGHTING VEHICLE,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,TOTAL,22,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,HGV,18,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,MGV,3,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,OTH,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,LGV,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,LMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FIRE TENDERS,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FORK LIFT,MMV,28,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FORK LIFT,HMV,2,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FORK LIFT,LMV,19,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FORK LIFT,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FORK LIFT,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FORK LIFT,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FORK LIFT,TOTAL,163,Maharashtra(56),SPECIAL CATEGORY VEHICLES
FORK LIFT,OTH,114,Maharashtra(56),SPECIAL CATEGORY VEHICLES
HARVESTER,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
HARVESTER,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
HARVESTER,TOTAL,271,Maharashtra(56),SPECIAL CATEGORY VEHICLES
HARVESTER,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
HARVESTER,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
HARVESTER,OTH,271,Maharashtra(56),SPECIAL CATEGORY VEHICLES
HARVESTER,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
HARVESTER,LMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
LIBRARY VAN,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
LIBRARY VAN,LMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
LIBRARY VAN,LGV,2,Maharashtra(56),SPECIAL CATEGORY VEHICLES
LIBRARY VAN,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
LIBRARY VAN,OTH,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
LIBRARY VAN,TOTAL,2,Maharashtra(56),SPECIAL CATEGORY VEHICLES
LIBRARY VAN,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
LIBRARY VAN,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,MGV,4,Maharashtra(56),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,HGV,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,OTH,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,TOTAL,5,Maharashtra(56),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,LMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
MOBILE WORKSHOP,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,OTH,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,LMV,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
RECOVERY VEHICLE,TOTAL,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,TOTAL,5,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,OTH,5,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,LMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
ROAD ROLLER,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOW TRUCK,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOW TRUCK,LMV,34,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOW TRUCK,MMV,6,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOW TRUCK,OTH,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOW TRUCK,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOW TRUCK,HMV,2,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOW TRUCK,TOTAL,42,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOW TRUCK,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOWER WAGON,TOTAL,10,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOWER WAGON,HMV,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOWER WAGON,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOWER WAGON,LMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOWER WAGON,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOWER WAGON,OTH,9,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOWER WAGON,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TOWER WAGON,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TREE TRIMMING VEHICLE,OTH,3,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TREE TRIMMING VEHICLE,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TREE TRIMMING VEHICLE,TOTAL,3,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TREE TRIMMING VEHICLE,LMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TREE TRIMMING VEHICLE,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TREE TRIMMING VEHICLE,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TREE TRIMMING VEHICLE,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
TREE TRIMMING VEHICLE,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,TOTAL,2,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,HMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,OTH,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH COMPRESSOR,LMV,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,MMV,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,LMV,3,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,OTH,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,TOTAL,5,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,HMV,1,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH GENERATOR,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,LGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,HGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,MGV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,HMV,3,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,MMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,LMV,0,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,OTH,2,Maharashtra(56),SPECIAL CATEGORY VEHICLES
VEHICLE FITTED WITH RIG,TOTAL,5,Maharashtra(56),SPECIAL CATEGORY VEHICLES
CAMPER VAN / TRAILER (PRIVATE USE),LMV,7,Maharashtra(56),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MGV,0,Maharashtra(56),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),TOTAL,7,Maharashtra(56),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HMV,0,Maharashtra(56),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),MMV,0,Maharashtra(56),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),HGV,0,Maharashtra(56),TRAILER
CAMPER VAN / TRAILER (PRIVATE USE),LGV,0,Maharashtra(56),TRAILER
SEMI-TRAILER (COMMERCIAL),MGV,0,Maharashtra(56),TRAILER
SEMI-TRAILER (COMMERCIAL),MMV,0,Maharashtra(56),TRAILER
SEMI-TRAILER (COMMERCIAL),HGV,73,Maharashtra(56),TRAILER
SEMI-TRAILER (COMMERCIAL),HMV,0,Maharashtra(56),TRAILER
SEMI-TRAILER (COMMERCIAL),TOTAL,73,Maharashtra(56),TRAILER
SEMI-TRAILER (COMMERCIAL),LMV,0,Maharashtra(56),TRAILER
SEMI-TRAILER (COMMERCIAL),LGV,0,Maharashtra(56),TRAILER
TRAILER (AGRICULTURAL),MGV,0,Maharashtra(56),TRAILER
TRAILER (AGRICULTURAL),TOTAL,"6,255",Maharashtra(56),TRAILER
TRAILER (AGRICULTURAL),HGV,0,Maharashtra(56),TRAILER
TRAILER (AGRICULTURAL),LGV,0,Maharashtra(56),TRAILER
TRAILER (AGRICULTURAL),LMV,"6,158",Maharashtra(56),TRAILER
TRAILER (AGRICULTURAL),MMV,2,Maharashtra(56),TRAILER
TRAILER (AGRICULTURAL),HMV,95,Maharashtra(56),TRAILER
TRAILER (COMMERCIAL),LGV,54,Maharashtra(56),TRAILER
TRAILER (COMMERCIAL),LMV,0,Maharashtra(56),TRAILER
TRAILER (COMMERCIAL),HGV,12,Maharashtra(56),TRAILER
TRAILER (COMMERCIAL),TOTAL,66,Maharashtra(56),TRAILER
TRAILER (COMMERCIAL),HMV,0,Maharashtra(56),TRAILER
TRAILER (COMMERCIAL),MGV,0,Maharashtra(56),TRAILER
TRAILER (COMMERCIAL),MMV,0,Maharashtra(56),TRAILER
TRAILER FOR PERSONAL USE,MGV,0,Maharashtra(56),TRAILER
TRAILER FOR PERSONAL USE,HGV,0,Maharashtra(56),TRAILER
TRAILER FOR PERSONAL USE,LMV,1,Maharashtra(56),TRAILER
TRAILER FOR PERSONAL USE,MMV,0,Maharashtra(56),TRAILER
TRAILER FOR PERSONAL USE,LGV,0,Maharashtra(56),TRAILER
TRAILER FOR PERSONAL USE,HMV,0,Maharashtra(56),TRAILER
TRAILER FOR PERSONAL USE,TOTAL,1,Maharashtra(56),TRAILER
AGRICULTURAL TRACTOR,LMV,"45,597",Maharashtra(56),TRACTOR
AGRICULTURAL TRACTOR,MMV,152,Maharashtra(56),TRACTOR
AGRICULTURAL TRACTOR,LGV,0,Maharashtra(56),TRACTOR
AGRICULTURAL TRACTOR,MGV,0,Maharashtra(56),TRACTOR
AGRICULTURAL TRACTOR,HGV,0,Maharashtra(56),TRACTOR
AGRICULTURAL TRACTOR,OTH,0,Maharashtra(56),TRACTOR
AGRICULTURAL TRACTOR,TOTAL,"45,749",Maharashtra(56),TRACTOR
TRACTOR (COMMERCIAL),LMV,0,Maharashtra(56),TRACTOR
TRACTOR (COMMERCIAL),MMV,0,Maharashtra(56),TRACTOR
TRACTOR (COMMERCIAL),LGV,43,Maharashtra(56),TRACTOR
TRACTOR (COMMERCIAL),MGV,0,Maharashtra(56),TRACTOR
TRACTOR (COMMERCIAL),HGV,0,Maharashtra(56),TRACTOR
TRACTOR (COMMERCIAL),OTH,0,Maharashtra(56),TRACTOR
TRACTOR (COMMERCIAL),TOTAL,43,Maharashtra(56),TRACTOR
M-CYCLE/SCOOTER,2WIC,0,Meghalaya(13),TWO WHEELER
M-CYCLE/SCOOTER,2WN,"11,623",Meghalaya(13),TWO WHEELER
M-CYCLE/SCOOTER,2WT,0,Meghalaya(13),TWO WHEELER
M-CYCLE/SCOOTER,TOTAL,"11,623",Meghalaya(13),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WIC,0,Meghalaya(13),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WN,2,Meghalaya(13),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,2WT,0,Meghalaya(13),TWO WHEELER
M-CYCLE/SCOOTER-WITH SIDE CAR,TOTAL,2,Meghalaya(13),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WIC,0,Meghalaya(13),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WN,1,Meghalaya(13),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),2WT,0,Meghalaya(13),TWO WHEELER
MOTORISED CYCLE (CC > 25CC),TOTAL,1,Meghalaya(13),TWO WHEELER
E-RICKSHAW WITH CART (G),3WN,0,Meghalaya(13),THREE WHEELER
E-RICKSHAW WITH CART (G),3WT,1,Meghalaya(13),THREE WHEELER
E-RICKSHAW WITH CART (G),TOTAL,1,Meghalaya(13),THREE WHEELER
E-RICKSHAW(P),3WN,0,Meghalaya(13),THREE WHEELER
E-RICKSHAW(P),3WT,1,Meghalaya(13),THREE WHEELER
E-RICKSHAW(P),TOTAL,1,Meghalaya(13),THREE WHEELER
THREE WHEELER (GOODS),3WN,0,Meghalaya(13),THREE WHEELER
THREE WHEELER (GOODS),3WT,220,Meghalaya(13),THREE WHEELER
THREE WHEELER (GOODS),TOTAL,220,Meghalaya(13),THREE WHEELER
THREE WHEELER (PASSENGER),3WN,0,Meghalaya(13),THREE WHEELER
THREE WHEELER (PASSENGER),3WT,309,Meghalaya(13),THREE WHEELER
THREE WHEELER (PASSENGER),TOTAL,309,Meghalaya(13),THREE WHEELER
THREE WHEELER (PERSONAL),3WN,6,Meghalaya(13),THREE WHEELER
THREE WHEELER (PERSONAL),3WT,0,Meghalaya(13),THREE WHEELER
THREE WHEELER (PERSONAL),TOTAL,6,Meghalaya(13),THREE WHEELER
MOTOR CAR,4WIC,0,Meghalaya(13),FOUR WHEELER
MOTOR CAR,LMV,"5,800",Meghalaya(13),FOUR WHEELER
MOTOR CAR,MMV,0,Meghalaya(13),FOUR WHEELER
MOTOR CAR,HMV,0,Meghalaya(13),FOUR WHEELER
MOTOR CAR,TOTAL,"5,800",Meghalaya(13),FOUR WHEELER
OMNI BUS (PRIVATE USE),4WIC,0,Meghalaya(13),FOUR WHEELER
OMNI BUS (PRIVATE USE),LMV,1,Meghalaya(13),FOUR WHEELER
OMNI BUS (PRIVATE USE),MMV,0,Meghalaya(13),FOUR WHEELER
OMNI BUS (PRIVATE USE),HMV,0,Meghalaya(13),FOUR WHEELER
OMNI BUS (PRIVATE USE),TOTAL,1,Meghalaya(13),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),4WIC,0,Meghalaya(13),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),LMV,1,Meghalaya(13),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),MMV,0,Meghalaya(13),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),HMV,0,Meghalaya(13),FOUR WHEELER
PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),TOTAL,1,Meghalaya(13),FOUR WHEELER
AMBULANCE,2WT,0,Meghalaya(13),AMBULANCE/HEARSES
AMBULANCE,LPV,20,Meghalaya(13),AMBULANCE/HEARSES
AMBULANCE,MPV,0,Meghalaya(13),AMBULANCE/HEARSES
AMBULANCE,HPV,0,Meghalaya(13),AMBULANCE/HEARSES
AMBULANCE,LGV,0,Meghalaya(13),AMBULANCE/HEARSES
AMBULANCE,MGV,0,Meghalaya(13),AMBULANCE/HEARSES
AMBULANCE,HGV,0,Meghalaya(13),AMBULANCE/HEARSES
AMBULANCE,TOTAL,20,Meghalaya(13),AMBULANCE/HEARSES
CONSTRUCTION EQUIPMENT VEHICLE,LMV,1,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,OTH,148,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,TOTAL,194,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MMV,37,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,MGV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HMV,8,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,HGV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
CONSTRUCTION EQUIPMENT VEHICLE,LGV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MGV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,TOTAL,28,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,OTH,28,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HMV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,MMV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LMV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,LGV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EARTH MOVING EQUIPMENT,HGV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),OTH,98,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LGV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MGV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HMV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),MMV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),LMV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),HGV,0,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
EXCAVATOR (NT),TOTAL,98,Meghalaya(13),CONSTRUCTION EQUIPMENT VEHICLE
GOODS CARRIER,LGV,"1,986",Meghalaya(13),GOODS VEHICLES
GOODS CARRIER,MGV,102,Meghalaya(13),GOODS VEHICLES
GOODS CARRIER,HGV,324,Meghalaya(13),GOODS VEHICLES
GOODS CARRIER,TOTAL,"2,412",Meghalaya(13),GOODS VEHICLES
BUS,LPV,24,Meghalaya(13),PUBLIC SERVICE VEHICLE
BUS,MPV,25,Meghalaya(13),PUBLIC SERVICE VEHICLE
BUS,HPV,4,Meghalaya(13),PUBLIC SERVICE VEHICLE
BUS,TOTAL,53,Meghalaya(13),PUBLIC SERVICE VEHICLE
EDUCATIONAL INSTITUTION BUS,LPV,6,Meghalaya(13),PUBLIC SERVICE VEHICLE
